frame,psi1,psi2,psi3,csv_gt_angle,inplane_angle_rad
0,0.5406415189330673,1.1180230373849487,1.103698006637694,65.174,0.5972999930381775
1,0.5288842870125127,1.1450713280226337,1.0707145960015407,66.3723855255557,5.399799823760986
2,0.5159064710955821,1.1736379557629026,1.0333531515257313,67.57058181214477,3.1321001052856445
3,0.5011659296129034,1.2073525426361846,0.9928172341542393,68.76839965068365,2.317699909210205
4,0.48722105223616946,1.2394384768536169,0.9538279853783603,69.96564989185009,6.278299808502197
5,0.47225524780039163,1.2707236426145518,0.9093352994402225,71.16214347595204,2.6526999473571777
6,0.45641499948538466,1.3066976666117782,0.865444630851047,72.35769146278237,4.134300231933594
7,0.44152361907648024,1.3389511577562148,0.8205356348448926,73.55210506145472,2.3225998878479004
8,0.4219157876252625,1.3773335785613865,0.7633414517387668,74.74519566021581,3.8647000789642334
9,0.4059178048443041,1.4102303300118997,0.7169946691926692,75.93677485622933,2.219599962234497
10,0.3870858661518961,1.443255973066755,0.6585945277299846,77.12665448532701,1.2000000476837158
11,0.36650172212178406,1.479107497800509,0.5979195113193569,78.31464665172189,0.6075000166893005
12,0.34767409278967715,1.5100468291499696,0.5417103870703497,79.50056375767925,5.600800037384033
13,0.3261393880623055,1.5422603699966768,0.4762189860110012,80.68421853314047,1.0867999792099
14,0.3046058280609563,1.5712549975889658,0.4117537210009085,81.86542406529516,0.35350000858306885
15,0.283827938403958,1.5972192871801243,0.351450247779838,83.0439938280968,4.42579984664917
16,0.2594068399162957,1.6222827952089203,0.2784653137781405,84.21974171171746,6.245699882507324
17,0.2368981963620841,1.6414803581649036,0.21199586061021833,85.39248205193658,3.8466999530792236
18,0.21257267185145653,1.660959577874729,0.14374300962171982,86.56202965945964,5.737599849700928
19,0.18726112409078874,1.6749915081978373,0.07167924575636427,87.72819984916156,1.6100000143051147
20,0.16219375859886578,1.687055523947972,0.001583260916497136,88.89080846925071,5.309500217437744
21,0.13703701387168246,1.6961513238375083,-0.0653803698237189,90.04967193034861,4.5472002029418945
22,0.11065085384923493,1.7017894841709333,-0.13565813302513816,91.20460723448076,2.2932000160217285
23,0.08487164876055776,1.7023429606926512,-0.20513069132470485,92.35543200397422,1.8485000133514404
24,0.05701092126639125,1.7026535446665603,-0.2791097421109123,93.5019645102571,0.9460999965667725
25,0.0319549117244774,1.6994984456627023,-0.34188169992622197,94.64402370255561,2.994999885559082
26,0.004369055790128842,1.6933653264491504,-0.4114960412779409,95.78142923648416,2.8680999279022217
27,-0.023098306875695314,1.6854935326948837,-0.4797253613944335,96.91400150252367,1.6171000003814697
28,-0.05013764845522503,1.6760233498061725,-0.5449929611086642,98.04156165438417,1.593500018119812
29,-0.07635462458368288,1.6674526196689954,-0.608795147873956,99.16393163724659,5.687600135803223
30,-0.10507198433161702,1.6562081430498925,-0.6776862897446604,100.28093421587968,4.448599815368652
31,-0.13301651906921758,1.6434785755831207,-0.7425963677407771,101.39239300262761,0.08659999817609787
32,-0.1603093115918957,1.6307670986739897,-0.8043815517524142,102.49813248526348,4.150599956512451
33,-0.18878863395373374,1.6163763517903886,-0.8681483078952392,103.59797805470487,3.5527000427246094
34,-0.21674665987900824,1.6017870854914773,-0.9285430102171598,104.69175603258654,0.19689999520778656
