frame,psi1,psi2,psi3,csv_gt_angle,inplane_angle_rad
0,-0.22676859572912383,-1.4688893410203967,0.40595342162136905,65.174,0.5972999930381775
1,-0.2071863238169004,-1.4831938300760101,0.3531934932154924,66.3723855255557,5.399799823760986
2,-0.186227507373407,-1.4965469354599874,0.29623889676052273,67.57058181214477,3.1321001052856445
3,-0.16306397535717584,-1.5107913195592018,0.2341015250964309,68.76839965068365,2.317699909210205
4,-0.14151637543147821,-1.5248420322745961,0.17763841541167857,69.96564989185009,6.278299808502197
5,-0.11977091724218743,-1.5343474482989041,0.11259937284381302,71.16214347595204,2.6526999473571777
6,-0.09635227486572112,-1.5482798666688014,0.052220808040518374,72.35769146278237,4.134300231933594
7,-0.07505641492407614,-1.5587543435684212,-0.007069359581785106,73.55210506145472,2.3225998878479004
8,-0.048948687113057956,-1.567220307581823,-0.08359762346078656,74.74519566021581,3.8647000789642334
9,-0.026661889960667588,-1.577750227643277,-0.14155857820314707,75.93677485622933,2.219599962234497
10,-0.00258075041331546,-1.5820431757548583,-0.21634942400225673,77.12665448532701,1.2000000476837158
11,0.023792355694773972,-1.5876780149870127,-0.2911930142984777,78.31464665172189,0.6075000166893005
12,0.047149518287066455,-1.5930301164497365,-0.35793969676392895,79.50056375767925,5.600800037384033
13,0.073485125977908,-1.595032720195801,-0.43435348872233603,80.68421853314047,1.0867999792099
14,0.09930332479233296,-1.5962028114184974,-0.5086509731499855,81.86542406529516,0.35350000858306885
15,0.12405195968758112,-1.597573336588526,-0.5771011036428886,83.0439938280968,4.42579984664917
16,0.1521065970426559,-1.5926768833356373,-0.6576532398673701,84.21974171171746,6.245699882507324
17,0.17821935447599904,-1.5863475895762424,-0.7296175020359279,85.39248205193658,3.8466999530792236
18,0.20635539012639667,-1.5812873345452518,-0.8019107212669431,86.56202965945964,5.737599849700928
19,0.23475460030035528,-1.5688274481377409,-0.8768557775320567,87.72819984916156,1.6100000143051147
20,0.2630712598367348,-1.5579067089837944,-0.9466265992036431,88.89080846925071,5.309500217437744
